when_written,text_new
1845,                        hark from the mighty heros tomb                          i hear a voice proclaim                         a sound which fills the world with gloom                          but magnifies his name                          his flight from time let braves deplore                          and wail from state to state                          and sound abroad from shore to shore                          the death of one so great                          he scornd to live a captured slave                          and fought his passage through                         he dies  the prince of all the brave                          and bids the world adieu                          sing to the memry of his power                          ye vagrant mountaineers                          ye rustic peasants drop a shower                         of love for him in tears                          he wields the glittering sword no more                          with that transpiercing eye                         ceases to roam the mountain oer                          and gets him down to die                          still let the nation spread his fame                          while marching from his tomb                         aloud let all the world proclaim                          jackson  forever bloom                          no longer to the world confind                          he goes down like a star                         he sets  and leaves his friends behind                         to rein the steed of war                          hark from the mighty heros tomb                          i hear a voice proclaim                         a sound which fills the world with gloom                          but magnifies his name 
1844,                        salute the august train a scene so grand                          with every tuneful band                         the mighty brave                          his country bound to save                          extends his aiding hand                         for joy his votries hoop and stamp                          excited by the blaze of pomp                         let evry eye                         the scene descry                          the sons of freedoms land                          they look ten thousand stars lamp tumbler blaze                          to give the hero praise                         immortal clay                          the cause is to pourtray                         your tuneful voices raise                         the lights of our columbian sun                          break from his patriotic throne                         let all admire                         the faithful sire                          the chief musician plays                          ye bustling crowds give way  proclaims the drum                          and give the patriot room                         the cannons sound                          the blast of trumpets bound                          be this our fathers home                         now let the best musician play                          a skillful tune for henry clay                         let every ear                         with transport hear                         the president is come                          let sister states greet the columbian feast                          with each admiring guest                         thou art our choice                         let evry joyful voice                          sound from the east to west                         let haughty albions lion roar                          the eagle must prevail to soar                         and in lovely form                          above the storm                          erect her peaceful nest                          beyond each proud empire she throws her eye                         which lifted to the sky                          no thunders roll                          to agitate her soul                          beneath her feet they fly                         let skillful fingers sweep the lyre                          strike evry ear set hearts on fire                         let monarchs sleep                         beyond the deep                          and howling faction die                               nor hence forget the scene applauding day                          when every heart was gay                         the universal swell                         rushd from the loud town bell                         in awful  grand array                          we see them form the bright parade                         and hark  a gladdening march is playd                         along the street                          the theme is sweet                          for every voice is clay                          to the capitol the low and upland peers                         resort with princely fears                          and homage pay                         a loud huzza for clay                         falls on our ears                         loud from his lips the thunders roll                          and fill with wonder every soul                         round the sire of state                         all concentrate                          and every mortal hears 
1845,tis the hope of the noble defeated                             the aim of the marksman is vain the wish of destruction completed  the soldier eternally slain  when winter succeeds to the summer  the bird is too chilly to sing no music is playd for the drummer  no carol is heard on the wing  the court of a nation forsaken  an edifice strippd of its dome  its fame from her pinnacle shaken  like the sigh heaving downfall of rome  falln  falln is the chief of the witty  the prince of republican power the starcrown of washington city descends his political tower  the goldplated seat is bespoken  the brave of the west is before the bowl at the fountain is broken  the music of fame is no more  no longer a wonderful story is told for the brave whig to hear  whose sun leaves his circuit of glory  or sinks from the light of his sphere
1845,when on my cottage falls the placid shower  when evning calls the labourer home to rest  when glad the bee deserts the humid flower  o then the bird assumes her peaceful nest  when sable shadows grow unshapely tall  and sols resplendent wheel descends the west  the knell of respiration tolls for all  and hesper smiles upon the linnets nest  when oer the mountain bounds the fair gazell  the night bird tells her daydeparting jest  she gladly leaves her melancholy dell  and spreads her pinions oer the linnets nest  then harmless dian spreads her lucid sail  and glides through ether with her silver crest  bidding the watchful bird still pour her tale  and cheer the happy linnet on her nest  thus may some guardian angel bear her light  and oer thy tomb  departed genius  rest  whilst thou shalt take thy long eternal flight  and leave some faithful bird to guard thy nest
1845,when tiger left his native yard  he did not many ills regard  a fleet and harmless cur indeed  he was a trusty dog  and did not through the pastures prog the grazing flocks to stir  poor dog  the grazing flocks to stir  he through a field by chance was led  in quest of game not far ahead  and made one active leap when all at once  alarmd  he spied  a creature weltring on its side  a deadly wounded sheep  alas a deadly wounded sheep  he there was filld with sudden fear  apprized of lurking danger near  and there he left his trail indeed  he was afraid to yelp   nor could he grant the creature help  but wheeld and dropd his tail  poor dog  but wheeld and dropd his tail  it was his passtime  pride and fun  at morn the nimble hare to run  when frost was on the grass returning home who should he meet the weathers owner  coming fleet  who scornd to let him pass  alas who scornd to let him pass  tiger could but his bristles raise  a surly compliment he pays  insulted shows his wrath returns a just defensive growl  and does not turn aside to prowl  but onward keeps the path  poor dog  but onward keeps the path  the raging owner found the brute  but could afford it no recruit  nor raise it up to stand twas mangled by some other dogs  a set of detrimental rogues  raised up at no command  alas raised up at no command  sagacious tiger left his bogs  but bore the blame of other dogs  with powder  fire and ball they killd the poor  unlawful game  and then came back and eat the same  but tiger paid for all  poor dog  but tiger paid for all  let evry harmless dog beware lest he be taken in the snare  and scorn such fields to roam a creature may be fraught with grace  and suffer for the vile and base  by straggling off from home  alas by straggling off from home  the blood of creatures oft is spilt  who die without a shade of guilt look out  or cease to roam whilst up and down the world he plays for pleasure  man in danger strays without a friend from home  alas without a friend from home
1845,what hast thou ever done for me defeated every good endeavor i never can through life agree to place my confidence in thee  not ever  no  never  often have i thy steam admired  thou nothing hast availd me ever vain have i thought myself inspired  say  have i else but pain acquired not ever  no  never  no earthly god  no stream of health   flows from thy fount  thou cheerful giver from thee  affluence sinks to stealth  from thee i pluck no bloom of health  whatever  no  never   thou canst impart a noble mind  power from my tongue flows like a river the gas flows dead  im left behind  to all thats evil down confined to flourish more never  with thee i must through life complain  thy powers at large will union sever disgorge no more thy killing bane  the bird hope flies from thee in pain  to return more never
1845,though with an angels tongue i set on fire the congregations all  tis but a brazen bell that i have rung  and i to nothing fall my theme is but an idle air if rosabella is not there   though i in thunders rave  and hurl the blaze of oratoric flowers  others i move  but fail myself to save with my declaiming powers i sink  alas i know not where  if rosabella is not there  though i point out the way  and closely circumscribe the path to heaven  and pour my melting prayer without delay  and vow my sins forgiven   i sink into the gloom despair if rosabella is not there   though i may mountains move   and make the vallies vocal with my song  im vain without a stream of mystic love  for all my heart is wrong ive laid myself a cruel snare  if rosabella is not there  from bibliothic stores  i fly  proclaiming heaven from land to land  or cross the seas and reach their distant shores  mid gothic groups to stand o  let me of myself beware  if rosabella is not there  our classic books must fail  and with their flowery tongues to ashes burn  and not one groat a mortal wit avail upon his last return be this the creatures faithful prayer  that rosabella may be there  this spotless maid was born the babe of heaven  and cannot be defiled the soul is dead and in a state forlorn on which she has not smiled vain are the virile and the fair  if rosabella be not there  when other pleasures tire  and mortal glories fade to glow no more  she with the wing of truth augments her fire  and still prevails to soar all else must die  the good and wise  but rosabella never dies
1845,if thou art fair  deal  lady  fair  and let the scales be even forbid the poising beam to rear  and pull thee down from heaven  dost thou desire to die in peace  for evry sin forgiven  give back my right  thy weight decrease  and mount like mine to heaven  rather give over to the poor  take ten and give eleven or else be fair  i ask no more  tis all required of heaven   and when on thee for pay i call   which is but four for seven   keep nothing back  but pay it all  it is not hid from heaven  remember hence the sentence past  the truth in scripture given  last shall be first  and first be last  in time  in earth  and heaven
1845,when auburn autumn mounts the stage  and summer fails her charms to yield  bleak nature turns another page  to light the glories of the field  at once the vale declines to bloom  the forest smiles no longer gay gardens are left without perfume  the rose and lilly pine away  the orchard bows her fruitless head  as one divested of her store or like a queen whose train has fled  and left her sad to smile no more  that bird which breathd her vernal song  and hoppd along the flowry spray  now silent holds her warbling tongue  which dulcifies the feast of may  but let each bitter have its sweet  no change of nature is in vain tis just alternate cold and heat  for time is pleasure mixd with pain
1845,so teach me to regard my day  how small a point my life appears  one gleam to death the whole betrays  a momentary flash of years  one moment smiles  the scene is past  lifes gaudy bloom at once we shed  and sink beneath afflictions blast  or drop as soon among the dead  short is the chain wound up at morn  which oft runs down and stops at noon thus in a moment man is born  and  lo the creature dies as soon  lifes little torch how soon forgot  dim burning on its dreary shore just like that star which downwards shot  it glimmers and is seen no ifiore  teach me to draw this transient breath  with conscious awe my end to prove  early to make my peace with death  as thus in haste from time wemove  o heaven  through this murky vale  direct me with a buriting pen   thus shall i on a tuneful gale fleet out my threescore years and ten 
1845,friendship  thou balm for evry ill  i must aspire to thee whose breezes bid the heart be still  and render sweet the patients pill  and set the prisner free  friendship  it is the softest soul which feels anothers pain and must with equal sighs condole  while sympathetic streamlets roll which nothing can restrains  not to be nominated smart of mortals to be seen  she does not thus her gifts impart  her aid is from a feeling heart  a principle within  when the lone stranger  forced to roam  comes shivring to her door  at once he finds a weleome home   the torch of grace dispels his gloom  and bids him grope no more  friendship was never known to fail the voice of need to hear  when ruthless ills our peace assail   when from our hearts she draws the veil  aud drys the falling tear  when dogs and devils snarl and fight  she hides and dwells alone when friends and kindred disunite  with pity she surveys the right  and gives to each his own  friendship has not a sister grace her wonders to exceed she is the queen of all her race  whose charms the stoutest must embrace when in the vale of need  friendship is but the fecling sigh  the sympathizing tear   constraind to flow till others dry  nor lets the needy soul pass by  nor scorns to see or hear
1845,tis the voice of my sister at home  resignd to the treasures above  inviting the strangers to come  and feast at the banquet of love  tis a spirit cut loose from its chain  tis the voice of a culprit forgiven  restored from a prison of pain  with th sound of a concert from heaven  tis a beam from the regions of light  a touch of beatific fire a spirit exulting for flight  with a strong and impatient desire  tis a drop from the ocean of love  a foretaste of pleasures to come  distilld from the fountain above  the joy which awaits her at home 
1845,dear miss notwithstanding the cloud of doubts which overshadows the mind of adoring fancy  when i tace that vermillion cheek  that sapphire eye of expressive softness  and that symmetrical form of grace  i am constrained to sink into a flood of admiration beneath those heavenly charms though  dear miss  it may be useless to introduce a multiplicity of blandishments  which might either lead you into a field cf confusion  or absorb the truth of affection in the gloom of doubts but the bell of adulation may be told from the distance of its echo  and cannot be heard farther than seen  dear miss  whatever may be the final result of my adventurous progress  i now feel a propensity to embark on the ocean of chance  and expand the sail of resolution in quest of the distant shore of connubial happiness with one so truly lovely though  my dearest  the thunders of parental aversion may inflect the guardian index of affection from its favorite star  the deviated needle recovers its course  and still points onwards to its native poll though the waves of calumny may reverberate the persevering mind of the sailing lover  the morning star of  hope directs him through the gloom of trial to the object of his choice  my brightest hopes are mixd with tears  like hues of light and gloom as when mid sunshine rain appears  love rises with a thousand fears   to pine and still to bloom when i have told my last fond tale in lines of song to thee  and for departure spread my sail  say  lovely princess  wilt thou fail to drop a tear for me  o  princess  should my votive strain salute thy ear no more  like one deserted on the main  i still shall gaze  alas but vain  on wedlocks flowry shore
1845,tis bitter  yet tis sweet  scratching effects but transient ease pleasure and pain together meet  and vanish as they please  my nails  the only balm  to evry bump are oft applied  and thus the rage will sweetly calm which aggravates my hide  it soon returns again a frown succeeds to evry smile  grinning i scratch and curse the pain  but grieve to be so vile  in fine  i know not which can play the most deceitful game  the devil  sulphur  or the itch the three are but the same   the devil sows the itch  and sulphur has a loathsome smell  and with my clothes as black as pitch  i stink whereer i dwell  excoriated deep  by friction playd on evry part  it oft deprives me of my sleep  and plagues me to my heart
1845,i loved thee from the earliest dawn  when first i saw thy beautys ray and will until lifes eve comes on  and beautys blossom fades away and when all things go well with thee  with smiles or tears remember me  ill love thee when thy morn is past and wheedling galantry is oer  when youth is lost in ages blast  and beauty can ascend no more and when lifes journey ends with thee  o then look back and think of me  ill love thee with a smile or frown  mid sorrows gloom or pleasures light and when the chain of life runs down  pursue thy last eternal flight when thou hast spread thy wing to flee  still  still a moment wait for me  i love thee for those sparkling eyes  to which my fondness was betrayd  bearing the tincture of the skies  to glow when other beauties fade and when they sink too low to see  reflect an azure beam on me
1845,ha  tottring johny  strut and boast  but think of what your feathers cost your crowing days are short at most  you bloom but soon to fade surely you could not stand so wide  if strictly to the bottom tried  the wind would blow your plume aside if half your debts were paid then boast and bear the crack  with the sheriff at your back huzza for dandy jack  my jolly fop  my joe  the blue smoke from your segar flies  offensive to my nose and eyes the most of people would be wise your presence to evade your pocket jingles loud with cash  and thus you cut a foppish dash  but  alas dear boy  you would be trash  if your accounts were paid then boast and bear the crack  c  my duck bill boots would look as bright  had you in justice served me right  like you i then could step as light  before a flaunting maid as nicely could i clear my throat  and to my tights my eyes devote but id leave you bare without that coat   for which you have not paid then boast and bear the crack  c  id toss myself with a scornful air  and to a poor man pay no care i could rock crosslegd on my chair within the cloister shade id gird my neck with a light cravat  and creaning wear my bellcrown hat but away my down would fly at that  if once my debts were paid  then boast and bear the crack  with a sheriff at your back huzza for dandy jack  my jolly fop  my joe 
1845,as smoke from a volcano soars in the air  the soul of man discontent mounts from a sigh  exhaled as to heaven in mystical prayer  invoking that love which forbs him to die  sweet hope  lovely passion  my  grief ever chase  and scatter the gloom which veils pleasures bright ray  o lend me thy wings  and assist me to trace the flight of my fair one when gone far away  when the dim star of pleasure sets glimmering alone  the planet of beauty on lifes dreary shore  and th fair bird of fancy forever is flown  on pinions of haste to be heard of no more  hope  tell me  dear passion  thou wilt not forget  to flourish still sweetly and blossom as gay  expelling like morning the gloom of regret  when the lark of affection is gone far away  if hurried into some unchangeable clime  where oceans of pleasure continually roll  far  far from the limited borders of time  with a total division of body and soul  hope  tell me  dear passion  which must earth survive  that love will be sweeter when nature is oer  and still without pain though eternity live  in the triumph of pleasure when time is no more  o love  when the daylight of pleasure shall close  let the vesper of death break on lifes dusky even let the faint sun of time set in peace as it rose  and eternity open thy morning in heaven  then hope  lovely passion  thy torch shall expire  effusing on nature lifes last feeble ray while the night maid of love sets her taper on fire  to guard smiling beauty from time far away
1845,farewell if neer i see thee more  though distant calls my flight impel  i shall not less thy grace adore  so friend  forever fare thee well  farewell forever  did i say what  never more thy face to see then take the last fond look today  and still tomorrow think of me  farewell alas  the tragic sound has many a tender bosom torn while desolation spread around  deserted friendship left to mourn  farewell awakes the sleeping tear the dormant rill from sorrows eye  expressd from one by nature dear  whose bosom heaves the latent sigh  farewell is but departures tale  when fond association ends  and fate expands her lofty sail  to show the distant flight of friends  alas and if we sure must part  far separated long to dwell  i leave thee with a broken heart  so friend  forever  fare thee well  i leave thee  but forget thee never  words cannot my feeling tell  fare thee well  and if forever  gtill forever fare thee well
1845,sad moscow  thy fate do i see  fire fire in the city all cry like quails from the eagle all flee  escape in a moment or die  it looks like the battle of troy  the storm rises higher and higher  the scene of destruction all hearts must annoy  the whirlwinds  the smoke  and the fire  the dread conflagration rolls forth  augmenting the rage of the wind  which blows it from south unto north  and leaves but the embers behind  it looks like gomorrah the flame is moving still nigher and nigher  aloud from all quarters the people proclaim  the whirlwinds  the smoke  and the fire  a dead fumigation now swells  a blue circle darkens the air  with tones as the pealing of bells  farewell to the brave and the fair  o moscow  thou city of grace  consignd to a dread burning pyre  from morning to evning with sorrow i trace the wild winds  the smoke  and the fire  the dogs in the kennel all howl  the wether takes flight with the ox  appald on the wing is the fowl  the pigeon deserting her box  with a heart full of pain  in the night mid hillocks and bogs i retire  through lone  deadly vallies i steer by its light  the wild storm  the smoke  and the fire  though far the crash breaks on my ear  the stars glimmer dull in the sky  the shrieks of the women i hear  the fall of the kingdom is nigh  o heaven  when earth is no more  and all things in nature expire  may i thus  with safety  keep distant before the whirlwinds  the smoke  and the fire
1845,let me die and not tremble at death but smile at the close of my day and then  at the flight of my breath  like a bird of the morning in may go chanting away  let me die without fear of the dead  no horrors my soul shall dismay   and with faiths pillow under my head  _ with defiance to mortal decay  go chanting away  let me die like a son of the brave  and martial distinction display  nor shrink from a thought of the grave no  but with a smile from the clay go chanting away  let me die glad  regardless of pain  no pang to this world to betray  and the spirit cut loose from its chain  so loath in the flesh to delay  go chanting away  let me die  and my worst foe forgive  when death veils the last vital ray  since i have but a moment to live  let me  when the last debt i pay  go chanting away
1845,  with tears i leave these academic bowers  and cease to cull the scientific flowers with tears i hail the fair succeeding train  and take my exit with a breast of pain the fresh may trace these wonders as they smile the stream of science like the river nile  reflecting mental beauties as it flows  which all the charms of college life disclose this sacred current as it runs refines  whilst byron sings and shakspeares mirror shines  first like a garden flower did i rise  when on the college bloom i cast my eyes i strove to emulate each smiling gem  resolved to wear the classic diadem but when the freshmans garden breeze was gone around me spread a vast extensive lawn twas there the muse of college life begun  beneath the rays of eruditions sun  where study drew the mystic focus down  and lit the lamp of nature with renown there first i heard the epic thunders roll  and homers lightning darted through my soul hard was the task to trace each devious line  though locke and newton bade me soar and shine  i sunk beneath the heat of franklins blaze  and struck the notes of philosophic praise with timid thought i strove the test to stand  reclining on a cultivated land  which often spread beneath a college bower  and thus invoked the intellectual shower even that fond sire on whose depilous crown  the smile of courts and states shall shed renown now far above the noise of country strife  i frown upon the gloom of rustic life  where no pure stream of bright distinction flows  no mark between the thistle and the rose ones like a bird encaged and bare of food  borne by the fowler from his native wood  where sprightly oft he sprung from spray to spray  and cheerd the forest with his artless lay  or fluttered oer the purling brook at will   sung in the dale or soard above the hill such are the liberal charms of college life  where pleasure flows without a breeze of strife and such would be my pain if cast away  without the blooms of study to display  beware  ye college birds  again beware  and shun the fowler with his subtile snare nor fall as one from eden  stript of all the life and beauty of your native hall nor from the garden of your honor go  whence all the streams of fame and wisdom flow where brooding miltons theme purl sweet along with pope upon the gales of epic song where you may trace a bland demosthenes  whose oratoric pen neer fails to please and plato  with immortal cicero   and with the eloquence of horace glow there cull the dainties of a great ainsworth  who sets the feast of ancient language forth or glide with ovid on his simple stream  and catch the heat from virgils rural beam through addison you trace creations fire  and all the rapid wheels of time admire or pry with paleys theologic rays  and hail the hand of wisdom as you gaze  up murrays pleasant hill you strive to climb  to gain a golden suminit all sublime  and plod through conic sections all severe  which to procure is pleasure true and dear the students pensive mind is often stung  whilst blundering through the greek and latin tongue parsing in grammars which may suit the whole  and will the dialect of each control now let us take a retrospective view  and whilst we pause  observe a branch or two  geography and botany unfold their famous charms like precious seeds of gold zoology doth all her groups descry  and with astronomy we soar on high but pen and ink and paper all would fail  to write one third of this capacious tale geography presents her flowery train  describes the mountain and surveys the plain  measures the sounding rivers as they grow  unto the trackless deeps to which they flow she measures well her agricultures stores  which meet her commerce on the golden shore  includes the different seasons of the year  and changes which pervade the atmosphere treats of the dread phenomena which rise in different shapes on earth  or issue from the skies  ske points in truth to laplands frozen clime  and nicely measures all the steps of time unfolds the vast equators burning line  where all the stores of heat dissolve and shine describes the earth as unperceived she rolls  her wellpoised axis placed upon the poles botany whose charms her florists well display  whose lavish odours swell the pomp of may  whose curling wreaths the steady box adorn and fill with fragrance all the breeze of morn through various means her plants are oft applied  improved by art  and well by nature tried thro her  the stores of herbage are unrolld  all which compose the vegetable world even the sensitives  which feel and shrink  from slightest touches  though they cannot think  not yet rejoice  void of the power to fear  or sense to smell  to see  to taste  or hear zoology  with her delightful strain  doth well the different animals explain from multipedes to emmets in the dust  and all the groveling reptiles of disgust she well descries the filthy beetle blind  with insects high and low of every kind she with her microscope survéys the mite  which neer could be beheld by naked sight thence she descends into the boundless deep  where dolphins play and monsters slowly creep explores the foaming main from shore to shore  and hears with awe the dshing sea bull roar traces enormous whales exploding high their floods of briny water to the sky desribes the quadrupeds of ever shape  the bear  the camel  elephant and ape  and artful motikey  which but lack to talk  and like the human kind uprightly walk astronomy  with her erial powers  lifts us above this dreary globe of ours throughout the realms of ethers vast expanse  her burning wings our towering minds advance measures her tropic well from line to line  and marks her rolling planets as they shine  describes the magnitude of every star  and thence pursues her comets as they roll afar but nature never yet was half explored   though by philosopher and bard adored astronomer and naturalist expire   and languish that they could ascend no higher expositors of words in every tongue  writers of prose and scribblers of song  would fail with all their mathematic powers  and vainly study out their fleeting hours sir walter raleigh  pen and roberson  with morse and snowden  who are dead and gone  they all were  though mused their lives away  and left ten thousand wonders to display and though the fiery chemists probe the mine the subterraneous bodies to define though melting flames the force of matter try  rocks mixd with brass and gold to pieces fly and those who follow the electric muse  amidst the wilds of vast creation loose themselves like pebbles in the swelling main  and strive for naught these wanders to explain  galvin himself  the monarch of the whole  would blush his empty parchments to unroll these different branches to one ocean go  where all the streams of life together flow  where perfect wisdom swells the tide of joy  a tide which must eternity employ a boundless sea of love without a shore  whose pleasure ebbs and flows forever more volume divine o thou the sacred dew  thy fadeless fields see elders passing through  thy constant basis must support the whole  the cabinet and alcove of the soul it matters not through what we may have passd  to thee for sure support we fly at last encyclopedias we may wander oer  and study every scientifie lore  ancient and modern authors we may read  the soul must starve or on thy pastures feed these bibliothic charms would surely fall  and life grow dim within this college wall  the wheels of study in the mind would tire  if not supported by thy constant fire greatest of all the precepts ever taught maps and vocabularies dearly bought  burns with his harp  scott  cambell  and their flowers   will shrink without the everlasting showers theology  thou sweetest science yet  beneath whose boughs the silent classics sit  and thus imbibe the sacred rays divine  which make the mitred faculty to shine o for a gleam of buck  immortal muse  with elder scott and henry to peruse these lines which did a secret bliss inspire  and set the heads  the hearts  the tongues  on fire such is the useful graduate indeed  not merely at the bar in law to plead  nor a physician best to heal the flesh  but all the mystic power of soul and flesh on such a senior tet archangels smile  and all the students imitate his style  who bears with joy the mission all divine  the beams of sanctitude  a paul benign whose sacred call is to evangelise  a gospel prince  a legate of the skies  whose bright diploma is a deed from heaven  the palm of love  the wreath of sins forgiven
1845,what summons do i hear the morning peal  departures knell  my eyes left a friendly tear  and bid this place farewell  attending servants come  the carriage wheels like thunders roar  to bear the pensive seniors home  here to be seen no more  pass one more transient night  the morning sweeps the college clean the graduate takes his last long flight  no more in college seen the bee  which courts the flower  must with some pain itself employ  and then fly  at the days last hour home to its hive with joy 
1845,thou mayst with pleasure hail the dawn  and greet the mornings eye remember king  the night comes on  the fleeting day will soon be gone  not distant  loud proclaims the funeral tone  phillip  thou hast to die  with thee thy dame  the queen of birds  may spread her wing to fly or smile to trace the numerous herds  thunders from the lord of lords  i hear some peal surpassing human words  philip  thou hast to die  thou mayst thy mighty host survey and neighboring kings defy  whilst round thy retinues flit gay  beneath thy pomps imperial ray  make merry on the tide of joy to day  tomorrow thou shalt die  i heave to hear the days last peal  a sorrow teeming sigh the mornings fluttring bird has flown  the roses fade  so quickly blown  the lofty king falls robeless from his throne  philip was born to die  twas thus the haughty king of france strove to ascend on high lifting his adamantine lance  he bade his dauntless warhorse prance  defied the world  and rode the car of chance  to rage  to fume and die  thus vile  thus obstinately vain  he pours his distant brag   regardless of his millions slain  regales his pale surviving train  was but wraped in his infernal chain  dies on the ocean crag  this faithful lesson read to all creation  far and nigh  it is the fate  from adams fall  the swain  the king  the low  and tall  the watchman of the grave must give the call  mortal  thou hast to die 
1845,it well bespeaks a man beheaded  quite divested of the laurel robe of life  when every member struggles for its base  the head the power of order now recedes  unheeded efforts rise on every side  with dullemotion rolling through the brain of apprehending slaves the flocks and herds  in sad confusion  now run to and fro  and seem to ask  distressed  the reason why that they are thus prostrated howl  ye dogs ye cattle  low ye sheep  astonishd  bleat ye bristling swine  trudge squealing through the the glades  void of an owner to impart your food sad horses  lift your heads and neigh aloud and caper frantic from the dismal scene mow the last food upon your grassclad lea  and leave a solitary home behind  in hopeless widowhood no longer gay the travling sun of gain his journey ends in unavailing pain he sets with tears  a king sequesterd sinking from his throne  suceeded by a train of busy friends  like stars which rise with smiles  to mark the flight of awful phoebus to another world stars after stars in fleet succession rise into the wide empire of fortune clear  regardless of the donor of their lamps  like heirs forgetful of parental care  without a grateful smile of filial tear  redound in revrence to expiring age but soon parental benediction flies  like vivid meteors in a moment gone  as though they neer had been but o the state  the dark suspense in which rained poor vassals stand  each mind upon the spire of chance hangs fluctuant the day of separation is at hand  imagination lifts her gloomy curtains  like evnings mantle at the flight of day  thro which the trembling pinnacle we spy  on which we soon must stand with hopeful smiles   or apprehending frowns to tumble on the right or left forever
1845,on heavens ethereal plain  with hostile rage ambition first begun  when the arch rebel strove himself to reign and take jehovahs throne swift to the fight the seraphim on floods of pride were seen to swim  and bold defy the power supreme  and thus their god disown  high on a dome of state  from azure fields he cast his daring eye  licentious trains his magazines await  at whose command they fly the gloom excludes celestial charms  when all the angels rush to arms  heaven shakes beneath the vast alarms  and earth begins to sigh eternal mountains move  and sevenfold thunders rock the hills below  while starry throngs desert the worlds above  beneath jehovahs brow 0 lucifer  thou morning son  to glut thy pride what hast thou done sing  o ye heavens  the plague is gone  and weep  thou earth  for woe  creation felt the fall  and trembling nature heavd a dismal groan for that rebellion brought her into thrall  she must her fate bemoan see angels fall no more to rise  and feed the worm that never dies no ear of grace ean hear their cries  and hoarse lamenting tone  weak nature lay exposed  and felt the wound in pleasing hate conceald and  void of fear  the secret charm disclosed which evry ill reveald the venom struck through evry vein  and every creature felt the pain but undefiled a lamb was slain  by which the wound was heald 
1845,blessd hope  when tempe takes her last long flight   and leaves her lasslorn lover to complain   like luna mantling oer the brow of night   thy glowing wing dispels the gloom of pain  yes  wondrous hope  when tempe sails afar   thy vital lamp remains to burn behind   while bygone pleasure  like a setting star   rejects her glory oer the twilight mind  thy glowing wing was never spread to tire   expanded oer the mansion of the brave   to fan and set the heaving breast on fire   that soars in triumph from afflictions wave  then  tempe  dart along the ocean drear   hope yet forbids my cheerful soul to weep   but marks thy passage with affections tear   and hails thee on the bosom of the deep  farewell  since thou wilt leave thy native shore   i smile to think i am not left alone  auspicious hope shall yet my peace restore   when thou art from the beach forever gone   farewell  since thou wilt leave thy native shore  i smile to think i am not left alone  auspicious hope shall yet my peace restore  when thou art from the beach forever gone 
1845,blown up with painful care  and hard to light   a glimmering torch  blown in a moment out  suspended by a webb  an anglers bait   floating at stake along the stream of chance   snatchd from its hook by the fish of poverty  a silent cavern is his last abode  the kings repository  veild with gloom   the umbrage of a thousand oziers bowed   the couch of hallowed bones  the slaves asylum   the braves retreat  and end of evry care 
1798,an acrostic by george horton lo twilight mornings sweet and pleasing beam  upon my mind breaks like a morning dream  constraining smiles to intermix with tears  set holding fast the scenes of former years  some with the light and shade of forp and fears he soon shall close the bright and pleasant scene  rejoice with smiles or languish into shleen  i hail the dawn my constant friends to see  glad to rejoice with those who feel for me hope wing me smiling from my long retreat the cross was bitter but the crown is sweet 
1798,an acrostic by george horton the negro bard joy may revive in sorrows lonely vale  and tell the orphan child a charming tale new lustre pour upon her star light mind  expelling gloomy child  hood far behind explore the literal fields for pleasure true  moving from flower to flower entirely new  casting thy eye on pleasures known by few immortalise thyself from love to fame  virtue and truth will magnify thy name expand thy mental wing thy worthy display rise like a bird and chanting to her away  miss harriet lane raleigh  
1798,an acrostic by george horton the negro bard joy may revive in sorrows lonely vale  and tell the orphan child a charming tale new lustre pour upon her star light mind  expelling gloomy child hood far behind explore the literal fields for pleasure true  moving from flower to flower entirely new  casting thy eye on pleasures known by few immortalise thyself from love to fame  virtue and truth will magnify thy name expand thy mental wing thy worthy display rise like a bird and chanting to her away  miss harriet lane raleigh
1845,the anxieties of the preceding night  he has now nearly recovered  but is quite weak there is so much poetry connected with the names of mises charity  whitty that i propose to give you a specimen on miss whitty though not original it was composed by a black man at my request  an acrostic  magnet of every timeful bard                  impelld  i cannot love deny adored of lovers on the knee                   let me ascend on febasines wing resplendent girl  my true regard             let me display my love or die yet never has been told to thee              imperial nymph i must be thine   why should thence for bear to sing     and still thy winning form adore                                                                  my lips would fain pronounce thee mine                                                                  so should i smile  frown no more          now meh i have entrusted you with a great secret and i dont want you to betray me under any sort of circumstances you must write soon and give but all the news of the place  girls c my best love to every one  dont forget to give it to the young ladies tell pa with his permission i would as live stay here until june 45 stake up the senior studies  some of the junior though if he wishes me to continue as a regular i will do it but ed  and infact my own judgement  convinces me that this would be much the better plan unless i determine to graduate  which i dont expect to do except he desires it  write me concerning it in your next i received a letter from uncle william not long ago he gave me  as usual  no news scarcely  complains of hard times c  misses chemenlina  marietta bagley        very affectionately mr brid  williamston ol
1840,dear mary will thou fail my eager heart to cheer  and cause a languished soul to wail for one beloved so dear has i must with tears reprove this fluttering heart too true to love  can i thy charms forsake  and scorn to love the more this heart at once will sadly break to give thy favours oer grant me one smile my doubts to move that veil this heart so true to love  tell me no more that youth is fortune is far too wild to trust a breath a tale of solid truth which can no friend disgust which like a planets bright above  revolves within the sphere of love  dear mary then beware that thy bewildering eye does not in tears some feeling share with one constrained to die the beau who has so truly strive  with one turns her back on love one faithful trial more will close the doubful sic scene the din of courtship will be oer  and sad dispair between the buckfinch and the listless dove of love that spurned him from the glade  by geo horton
